13.6796790985;8.0491285368;40.2329912595
-3.2044926434;-4.0428665520;20.2336961122
-7.8272415153;-10.3998837974;23.1981432113
-3.1326817847;-4.9403145355;15.9303781607
6.0318122270;9.5974350233;17.2030817642
-2.3963391522;-3.5953202325;18.7525783375
0.1308378757;-0.0707129376;18.7014619290
-3.1985207056;-0.7741355799;27.3336831687
-7.3598109860;-11.0947734653;19.6262804280
1.8104056180;2.2009047915;19.4345925201
8.9980154880;15.8362480097;15.3076831190
2.1130076980;1.2534004165;23.7607540641
-0.9954837942;-1.6987992268;19.6380450084
-5.0526535489;-7.0805457004;20.4312472382
5.8695476264;6.1695812808;24.8738520481
-2.7201843640;-3.9591706540;22.5838808872
-1.4946091656;-2.3567966942;17.2947421132
-6.1246478419;-2.7873009195;30.4267587104
-1.3031281199;-2.1058697202;19.6343052601
-2.9276981218;-4.3480922395;17.2883218489
-0.3492888364;0.0662109936;20.6352556191
-4.6520219146;-6.2811315882;20.2349258421
7.6043313761;2.9443313927;33.0478423843
11.6351657387;13.7206643938;29.4545592382
-6.1860252283;-10.4728433388;15.0775535431
13.5474189255;18.0409664088;29.1071016742
11.0481718147;2.7672926465;39.4086451224
4.2665289959;5.8160708751;19.7907898721
-5.0723195832;-7.3330007801;19.1222150474
-5.7727286941;-7.4814061802;21.8235090054
5.3433996634;9.0088629050;14.8102813359
-7.7657396674;-9.6490656592;24.3262480744
5.2297089391;6.6132046809;22.9728926627
1.0454256733;-0.0517365256;23.6560191090
-6.8697909772;-5.2249477103;28.8939500930
10.7108941589;12.8448802659;28.0516630155
3.3898100484;1.5732697075;26.4631433573
-0.0154787569;-0.0134265917;13.0905583396
-3.9656008797;-6.0805780267;17.0605976884
4.3099813489;4.9782327854;22.2870531378
4.2231362496;7.7871972014;10.5646980495
4.2053906741;5.6559042045;21.7085412603
2.9898093949;5.5206596589;10.1215140902
9.2009317776;7.0399762800;31.8174059716
5.3932777144;4.1829129956;26.9639272169
8.7264723175;12.9813179312;21.1153941882
-2.0003578634;-3.3217963783;14.4510520790
-3.1702201049;-4.5075609360;18.3039732418
4.8307093051;7.3161085725;17.8451250988
10.8695205521;2.9594372634;38.9371588945
-13.6888698022;-13.7149052868;34.8588793056
-8.2028158088;-11.4637919565;22.2792791345
2.3923763618;2.8552561845;20.2005916213
0.8795986369;-3.3844829418;29.3611331850
0.0798691393;0.1776988020;15.2731098197
6.5261656660;4.6046555119;28.9590194779
-9.5316744328;-6.1805815875;33.4627744431
-5.2469751142;-4.2056908393;26.5700359837
12.1327588597;12.3111084002;32.5599458139
-12.1628319614;-11.1853226064;33.9176340795
-8.6337472556;-12.6231377044;21.4928626616
-8.8005576296;-4.0073635814;34.2199883767
0.1682298432;0.2957143253;11.3934911843
-1.6360636640;-3.3813553908;3.7476557394
3.6083964703;2.9760052696;24.4445796764
0.8696759277;0.1675722868;22.3756953303
7.9214745973;11.1176205290;21.9365051286
-3.0629824631;3.4995097851;32.3824099375
5.6220128696;5.3291142552;25.6700096926
11.1903700466;5.9742279074;36.9974450275
-5.2218867576;-7.5589474581;19.6216627779
-8.0216838469;-5.0825594192;31.5510133961
-3.6100877888;-4.9676779561;24.8446538641
-2.9588814020;-4.2687879518;20.0753294813
8.9580195962;11.9720210629;24.0001852239
-4.9205621023;-5.9268461064;24.7741453613
3.4898992674;5.3186140940;16.9776413253
0.9398947383;1.2184280090;17.7249047095
-4.0487503041;-4.4244094495;22.6733703119
1.1508922240;3.9726258534;27.3726084467
0.8997448134;-2.7369756607;28.4795887310
1.1783079995;2.0638609879;11.9948701136
7.2999979898;13.5432679178;11.7305266332
-2.2837428974;-3.5460351525;17.1599519403
-10.9574570072;-11.8133721187;30.1622993072
-0.0551881114;0.0568313419;17.2916629895
12.8065306500;7.7976327086;38.6445172276
-7.9537748628;-1.6684046727;34.9061623411
11.3381369277;11.8633475888;31.0880207861
-1.5926464082;-1.6866884163;20.3204893114
1.2455788833;0.9989564076;21.1628774447
7.0878214762;11.2616725314;17.8394029980
-13.5579016155;-15.7322004699;32.1779591724
-4.0609089402;-5.3163745109;25.0936214948
-10.6123143721;-8.4093879519;33.3953286513
4.7544499811;6.9404771171;19.2350474610
1.2644539048;2.0712981428;19.9204569973
3.6946177591;4.7307836201;20.4048659000
-3.6487049038;-2.4532281673;25.5550684604
1.0489032505;1.0916482166;19.5545149303
-3.9019682924;-5.7182186615;18.1090269156
5.8378081434;3.0576352932;29.5239376646
13.4701132923;10.8875477628;37.2398312796
0.4662193179;0.8049692793;13.3010095715
-2.7061402194;-3.1194336200;20.8569822148
0.1418119149;3.6151847188;28.2606244044
-11.1675185215;0.0164997441;41.6438062974
11.9736215177;14.8228219023;28.8861241746
-6.1521812478;-1.9553551694;31.4388860581
3.1322498710;5.6434682817;11.2658500965
-5.8094061593;-9.4901971580;16.1328691875
-1.7250314931;-2.2292013524;18.6878830073
7.7343271759;9.8712941479;23.8019665628
-5.1291858914;-0.1059796646;31.6840071125
4.4402298135;6.9790267215;16.8844817216
0.3072149690;0.5351203104;13.3980480294
9.0716794834;10.6744818913;26.6306804195
0.0164788823;-0.1877565064;18.2441399316
1.1270098208;-0.3032113308;24.5200631227
-5.8624748002;-4.4131385965;27.7257401377
10.1263316786;15.3944997493;21.6817344834
-4.4343998619;-6.1476865235;20.6645447366
-2.9256921661;-4.5919103094;16.6215757324
2.4129931331;3.8646242537;24.1571438651
9.9982397254;5.7433649626;34.8491301121
1.2183076357;2.9557905018;24.8701584603
0.4438532874;-1.1192114053;24.5776704117
-2.0198360313;-3.6837502451;24.8583568929
12.5335568624;7.6168332671;38.2413566351
-13.5997691624;-14.5376757466;33.7112678837
-13.6594643332;-11.2654961800;37.3041268995
0.7220906644;3.5002649995;27.1672431745
0.5043842955;0.2799499325;19.8821012028
2.3404322529;6.5086160847;30.2572707099
10.2918660786;12.0986420558;27.9429169898
4.5145630715;7.0167835748;17.2713611002
10.4983217015;9.5508874636;31.8372938252
1.2086444236;0.3657947949;23.0671660008
-8.2709560715;-10.1820305377;24.9811610401
5.9237143335;-1.7633946599;34.7348342421
3.2012668568;1.2342851492;26.6026403933
9.4209835745;7.2482254388;32.0615408412
-2.6520619738;-3.9200833126;17.2426940229
9.6376891348;9.5322215338;29.7678103076
-7.1072262302;-13.0717020465;12.0362710470
-6.1475913301;-8.6247104697;20.8426902216
-9.3305917882;-4.4204527190;34.8283416892
-9.3701415274;-7.5252643128;31.6247363536
4.1653727818;6.8940788228;14.8874656264
0.7231278414;3.3361169230;26.8481819809
3.0499794381;3.4933957909;21.2458886903
-9.2184492787;-12.9885782427;22.9867821329
6.8826559261;11.8192414276;14.9142209763
-0.2869016890;0.7175579282;22.9401152510
5.5277142433;6.3684566248;24.8580523310
10.4980244570;14.7920528864;24.2291748782
-4.7723672096;-3.3840433585;26.7348148018
-11.5260394554;-13.4060737566;29.5796666665
2.3484493944;-0.2785445901;27.2652670855
4.6009036084;5.6417048360;21.7501178113
2.5046893297;4.5057631437;26.2450913891
-0.0021543354;0.0763927672;16.1452794986
4.4650096373;5.8116280984;22.6235257039
4.0072376461;6.5114290789;15.4212680542
8.2726895109;3.0649463326;34.1561105306
2.4250953623;2.9169552685;20.1481388162
0.3513727678;0.5301890418;14.8496410528
3.6488347504;0.1016873025;29.1520500549
-0.6387343647;-1.0944668931;13.4538008992
12.6712349324;7.4948999681;38.6303745023
1.0446632130;1.1350186593;19.2860004988
-8.0424043707;-13.1146366052;17.6332933285
-4.2185845383;-5.4982319435;22.9811806544
-12.0640747313;-15.0754511291;28.7985685992
-3.9356911029;-6.9850902582;12.1596619010
0.3138392516;-1.0946560358;24.1400844186
5.3533800577;8.1460578263;18.2582088868
-4.4848193659;2.9349096487;33.7392620110
-14.9291165706;-11.8899533196;39.6082931949
-13.6735866482;-13.5507141784;34.9993593912
4.4463241563;4.6716329559;23.4624631020
-10.8215967381;-11.2093872922;30.6011243731
-8.5175553187;-10.0641173639;25.9976566230
-4.8533176163;-6.5729628847;21.2973603024
0.4756524984;-0.9216534105;24.1699531619
3.2984862524;5.5176931406;14.1929236115
-5.8280899614;-4.7417053496;27.1529146736
0.6515894195;1.7183953732;22.6083989066
-6.7984169246;-8.4217791938;23.4826293915
12.4852829074;12.7739709430;32.9060253778
-5.0561917182;-6.8772648887;20.3860555003
-2.5047725113;-0.1091239898;26.9569614083
11.3184261855;5.3101552585;37.8310975496
-0.8402211813;-1.3190129888;14.9399887913
2.1555777839;3.2691481742;18.5219670376
11.7618538766;10.6173271233;33.5948272481
-3.6430987529;-5.4616167918;27.0575593791
7.4146433699;3.7544362805;31.8249363260
1.3865888763;2.3702617893;12.9097439755
-6.1431497944;-7.7942500325;22.5007703455
-3.2800057508;-5.0965204806;16.3890396880
-13.3488528457;-12.0094449301;35.8428218026
0.6186532394;1.0444591715;16.6596967072
-1.1085426473;-1.2657127520;19.0604832015
-8.6241204142;-13.2132870135;20.1295694017
-1.1710582201;-2.0012925210;20.5444704928
